train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
214,-0.2987892157338967,-0.29893543276248946,-0.29827745613382217,-0.3587367053285718,-0.36076563606755846,-0.3559343567273132
429,-0.3127703817759686,-0.3144700034003305,-0.31228477559757944,-0.358550988219564,-0.3632905224871483,-0.35501030494506536
643,-0.31994358437045267,-0.3201918736434953,-0.3190839207784586,-0.357244170278652,-0.3634734494009007,-0.35055338270114406
858,-0.32377232101596226,-0.32692137797953347,-0.3217060809936199,-0.3549223325195562,-0.361535070635619,-0.3498449016952807
1073,-0.32729858421596436,-0.32847154421860514,-0.3265758859761191,-0.3527851768512722,-0.3570494001718569,-0.3488855309629688
1287,-0.3309422467288587,-0.3336965986378633,-0.3277123688350232,-0.35189341086540954,-0.35551133046584377,-0.34804424022738384
1502,-0.3323930762282313,-0.3343327064824123,-0.3305647901126619,-0.35058558057619005,-0.35369643990535776,-0.34723719453372776
1716,-0.33178603070950335,-0.33294193697535135,-0.3305388630409236,-0.3495743799188665,-0.3534008505826062,-0.3448854367917371
1931,-0.33378219741959436,-0.3348666061619194,-0.33239586899604573,-0.3497091954868949,-0.35418241155862584,-0.3456624243466925
2146,-0.334828402241465,-0.3358840137924895,-0.3335071329186669,-0.349370209355287,-0.35217745501340114,-0.3462921741953776
