train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
107,-0.32801509066546874,-0.3307657987331321,-0.31838761242864727,-0.36317320490306326,-0.3655947979047833,-0.360828757859485
214,-0.3283843831339043,-0.3283922240604204,-0.3283569398910979,-0.35542048718842173,-0.36291894804753927,-0.34893997975293967
321,-0.3301383466044128,-0.33461856615275853,-0.3285859627820718,-0.354092443983025,-0.35984156515730487,-0.3505074946689667
428,-0.33617371032923965,-0.33921965103733615,-0.33104004451308083,-0.3523660489151704,-0.35755712108417587,-0.34841025581466123
536,-0.3363280658658611,-0.3374767010563531,-0.33354543676849807,-0.35066511575171233,-0.35876706658943375,-0.34334359425997196
643,-0.337250995153841,-0.33861594584631494,-0.33611200975052546,-0.34961780436611034,-0.35816672688980555,-0.3404241163969223
750,-0.3387932660103503,-0.34145265367713307,-0.3369262976592412,-0.348805364833677,-0.3601215693716982,-0.3380195108098816
857,-0.33473477287034503,-0.34058584340663167,-0.3306426563952611,-0.34826748495640186,-0.35779085280527395,-0.3425226585231974
964,-0.33546883176775544,-0.34154439979754,-0.3318108420578809,-0.3479828067617186,-0.3579969684510097,-0.3419255693878109
1072,-0.3361446945869531,-0.3379317164157692,-0.33372998321567243,-0.34797816565208844,-0.3586508178814871,-0.34046735575029274
