train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
324,-0.08843224542451347,-0.08844467476283786,-0.08838874274037811,-0.4093856066429894,-0.4165907673009573,-0.4058373335876817
649,-0.09349223392636839,-0.09467690793305954,-0.08934587490294936,-0.4095985961070644,-0.41555534527398863,-0.40284097339115343
974,-0.09022064806955157,-0.0906948883206604,-0.08935672303051222,-0.4035972177016111,-0.41409806874107224,-0.39190338272654807
1299,-0.08852967133428578,-0.09246358734479021,-0.0869535755737411,-0.4016988653815835,-0.40608557575056564,-0.39595555804159543
1624,-0.09189094937956888,-0.09294990635896608,-0.09146025858188744,-0.39920377927785966,-0.40886454642714387,-0.39143636270937365
1949,-0.0918069119508857,-0.09363269901078854,-0.09071896103450311,-0.4033222279088811,-0.4102438108294644,-0.399243492331127
2274,-0.09216821591250238,-0.09466983255417245,-0.09105196463759253,-0.40254151878713385,-0.41019907236166275,-0.39799279896405737
2599,-0.09445499719360165,-0.0959094953558125,-0.093047685379045,-0.4046423039462317,-0.40786155640705546,-0.40021194647841585
2924,-0.09264087793223935,-0.09352910876638161,-0.09118802961284299,-0.39451946839204494,-0.4016134542559464,-0.3862186762287587
3249,-0.09379613686276081,-0.09592176265168045,-0.09240177574667643,-0.39195237076951295,-0.3954669963434461,-0.38731616626105236
