train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
324,-0.30872852727379085,-0.3090796134897354,-0.307499725517985,-0.3588896688888326,-0.3645919977211917,-0.3523078836337704
649,-0.31948817112635325,-0.32151646962931874,-0.3123891263659743,-0.35180829427783333,-0.35741894077489783,-0.3464308289156111
974,-0.3240864248874288,-0.32553605167741634,-0.3220497276278466,-0.3515909591209258,-0.3564382254231825,-0.3468063623761342
1299,-0.32664814331116016,-0.3288119073668402,-0.3254695609537786,-0.35039541188064166,-0.3557941421982196,-0.34447220776896587
1624,-0.3280963108822814,-0.33200516799247937,-0.32602198650670183,-0.3490408300080385,-0.35382518675185676,-0.3440402449416232
1949,-0.32952680654210587,-0.33159462768859854,-0.32724646076281433,-0.34756510622612274,-0.3524286811025614,-0.3427883690310256
2274,-0.33240140137454793,-0.33496856480752324,-0.33097157072064987,-0.3475268492435211,-0.35222306637046974,-0.3428147618236406
2599,-0.3345662919377353,-0.3375685495812981,-0.3322795536210909,-0.34754692769484746,-0.3518468388283096,-0.343347979595356
2924,-0.33413761061640174,-0.3360304485955351,-0.33237137517564047,-0.3472827800036295,-0.35166358838643486,-0.3432848999775567
3249,-0.3363801646365206,-0.3381438535028476,-0.33474825589056467,-0.3469095908160861,-0.35108006972881955,-0.34288091709715307
