train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
153,-0.9942855284824514,-0.9942948339530226,-0.994282869776574,-0.9942855284824514,-0.9942948339530228,-0.994282869776574
306,-0.9928555288843788,-0.9928755046644114,-0.9927856136542644,-0.9928555288843786,-0.9928755046644114,-0.9927856136542643
459,-0.7042468891267591,-0.7053202557904421,-0.700495797216812,-0.704246889126759,-0.7053202557904421,-0.7004957972168119
612,-0.6126935944501628,-0.6148278045767068,-0.6079017004593188,-0.6126935944501626,-0.6148278045767067,-0.6079017004593186
766,-0.5829061823777831,-0.5854819445699998,-0.5783807491908426,-0.5829061823777831,-0.5854819445699998,-0.5783807491908426
919,-0.4790157211128433,-0.48262113930381484,-0.4743118388624129,-0.4790157211128433,-0.48262113930381484,-0.474311838862413
1072,-0.37938000420177287,-0.38319351277039226,-0.3727585024526562,-0.3793935266461242,-0.38319351277039226,-0.37272763274015275
1225,-0.342603503373495,-0.34330935435202414,-0.3418874293414111,-0.34299540305794746,-0.3445476570944991,-0.34146056006147263
1378,-0.3437395231678601,-0.34531154809243136,-0.34274481193559664,-0.3440565628472938,-0.34478352727343464,-0.3432115743987164
1532,-0.3657387894945844,-0.3660907231605416,-0.3649463407917418,-0.3660127803947467,-0.36688016007702606,-0.36521871286965335
