score.fulltime.home (home 1),score.fulltime.away (home 1),Shots on Goal (home 1),Shots off Goal (home 1),Total Shots (home 1),Blocked Shots (home 1),Shots insidebox (home 1),Shots outsidebox (home 1),Fouls (home 1),Corner Kicks (home 1),Offsides (home 1),Ball Possession (home 1),Yellow Cards (home 1),Red Cards (home 1),Goalkeeper Saves (home 1),Total passes (home 1),Passes accurate (home 1),Passes % (home 1),score.fulltime.home (away 1),score.fulltime.away (away 1),Shots on Goal (away 1),Shots off Goal (away 1),Total Shots (away 1),Blocked Shots (away 1),Shots insidebox (away 1),Shots outsidebox (away 1),Fouls (away 1),Corner Kicks (away 1),Offsides (away 1),Ball Possession (away 1),Yellow Cards (away 1),Red Cards (away 1),Goalkeeper Saves (away 1),Total passes (away 1),Passes accurate (away 1),Passes % (away 1),score.fulltime.home (h2h 1),score.fulltime.away (h2h 1),Shots on Goal (h2h - home 1),Shots off Goal (h2h - home 1),Total Shots (h2h - home 1),Blocked Shots (h2h - home 1),Shots insidebox (h2h - home 1),Shots outsidebox (h2h - home 1),Fouls (h2h - home 1),Corner Kicks (h2h - home 1),Offsides (h2h - home 1),Ball Possession (h2h - home 1),Yellow Cards (h2h - home 1),Red Cards (h2h - home 1),Goalkeeper Saves (h2h - home 1),Total passes (h2h - home 1),Passes accurate (h2h - home 1),Passes % (h2h - home 1),Shots on Goal (h2h - away 1),Shots off Goal (h2h - away 1),Total Shots (h2h - away 1),Blocked Shots (h2h - away 1),Shots insidebox (h2h - away 1),Shots outsidebox (h2h - away 1),Fouls (h2h - away 1),Corner Kicks (h2h - away 1),Offsides (h2h - away 1),Ball Possession (h2h - away 1),Yellow Cards (h2h - away 1),Red Cards (h2h - away 1),Goalkeeper Saves (h2h - away 1),Total passes (h2h - away 1),Passes accurate (h2h - away 1),Passes % (h2h - away 1),score.fulltime.home (home 2),score.fulltime.away (home 2),Shots on Goal (home 2),Shots off Goal (home 2),Total Shots (home 2),Blocked Shots (home 2),Shots insidebox (home 2),Shots outsidebox (home 2),Fouls (home 2),Corner Kicks (home 2),Offsides (home 2),Ball Possession (home 2),Yellow Cards (home 2),Red Cards (home 2),Goalkeeper Saves (home 2),Total passes (home 2),Passes accurate (home 2),Passes % (home 2),score.fulltime.home (away 2),score.fulltime.away (away 2),Shots on Goal (away 2),Shots off Goal (away 2),Total Shots (away 2),Blocked Shots (away 2),Shots insidebox (away 2),Shots outsidebox (away 2),Fouls (away 2),Corner Kicks (away 2),Offsides (away 2),Ball Possession (away 2),Yellow Cards (away 2),Red Cards (away 2),Goalkeeper Saves (away 2),Total passes (away 2),Passes accurate (away 2),Passes % (away 2),score.fulltime.home (h2h 2),score.fulltime.away (h2h 2),Shots on Goal (h2h - home 2),Shots off Goal (h2h - home 2),Total Shots (h2h - home 2),Blocked Shots (h2h - home 2),Shots insidebox (h2h - home 2),Shots outsidebox (h2h - home 2),Fouls (h2h - home 2),Corner Kicks (h2h - home 2),Offsides (h2h - home 2),Ball Possession (h2h - home 2),Yellow Cards (h2h - home 2),Red Cards (h2h - home 2),Goalkeeper Saves (h2h - home 2),Total passes (h2h - home 2),Passes accurate (h2h - home 2),Passes % (h2h - home 2),Shots on Goal (h2h - away 2),Shots off Goal (h2h - away 2),Total Shots (h2h - away 2),Blocked Shots (h2h - away 2),Shots insidebox (h2h - away 2),Shots outsidebox (h2h - away 2),Fouls (h2h - away 2),Corner Kicks (h2h - away 2),Offsides (h2h - away 2),Ball Possession (h2h - away 2),Yellow Cards (h2h - away 2),Red Cards (h2h - away 2),Goalkeeper Saves (h2h - away 2),Total passes (h2h - away 2),Passes accurate (h2h - away 2),Passes % (h2h - away 2),score.fulltime.home (home 3),score.fulltime.away (home 3),Shots on Goal (home 3),Shots off Goal (home 3),Total Shots (home 3),Blocked Shots (home 3),Shots insidebox (home 3),Shots outsidebox (home 3),Fouls (home 3),Corner Kicks (home 3),Offsides (home 3),Ball Possession (home 3),Yellow Cards (home 3),Red Cards (home 3),Goalkeeper Saves (home 3),Total passes (home 3),Passes accurate (home 3),Passes % (home 3),score.fulltime.home (away 3),score.fulltime.away (away 3),Shots on Goal (away 3),Shots off Goal (away 3),Total Shots (away 3),Blocked Shots (away 3),Shots insidebox (away 3),Shots outsidebox (away 3),Fouls (away 3),Corner Kicks (away 3),Offsides (away 3),Ball Possession (away 3),Yellow Cards (away 3),Red Cards (away 3),Goalkeeper Saves (away 3),Total passes (away 3),Passes accurate (away 3),Passes % (away 3),score.fulltime.home (h2h 3),score.fulltime.away (h2h 3),Shots on Goal (h2h - home 3),Shots off Goal (h2h - home 3),Total Shots (h2h - home 3),Blocked Shots (h2h - home 3),Shots insidebox (h2h - home 3),Shots outsidebox (h2h - home 3),Fouls (h2h - home 3),Corner Kicks (h2h - home 3),Offsides (h2h - home 3),Ball Possession (h2h - home 3),Yellow Cards (h2h - home 3),Red Cards (h2h - home 3),Goalkeeper Saves (h2h - home 3),Total passes (h2h - home 3),Passes accurate (h2h - home 3),Passes % (h2h - home 3),Shots on Goal (h2h - away 3),Shots off Goal (h2h - away 3),Total Shots (h2h - away 3),Blocked Shots (h2h - away 3),Shots insidebox (h2h - away 3),Shots outsidebox (h2h - away 3),Fouls (h2h - away 3),Corner Kicks (h2h - away 3),Offsides (h2h - away 3),Ball Possession (h2h - away 3),Yellow Cards (h2h - away 3),Red Cards (h2h - away 3),Goalkeeper Saves (h2h - away 3),Total passes (h2h - away 3),Passes accurate (h2h - away 3),Passes % (h2h - away 3),score.fulltime.home (home 4),score.fulltime.away (home 4),Shots on Goal (home 4),Shots off Goal (home 4),Total Shots (home 4),Blocked Shots (home 4),Shots insidebox (home 4),Shots outsidebox (home 4),Fouls (home 4),Corner Kicks (home 4),Offsides (home 4),Ball Possession (home 4),Yellow Cards (home 4),Red Cards (home 4),Goalkeeper Saves (home 4),Total passes (home 4),Passes accurate (home 4),Passes % (home 4),score.fulltime.home (away 4),score.fulltime.away (away 4),Shots on Goal (away 4),Shots off Goal (away 4),Total Shots (away 4),Blocked Shots (away 4),Shots insidebox (away 4),Shots outsidebox (away 4),Fouls (away 4),Corner Kicks (away 4),Offsides (away 4),Ball Possession (away 4),Yellow Cards (away 4),Red Cards (away 4),Goalkeeper Saves (away 4),Total passes (away 4),Passes accurate (away 4),Passes % (away 4),score.fulltime.home (h2h 4),score.fulltime.away (h2h 4),Shots on Goal (h2h - home 4),Shots off Goal (h2h - home 4),Total Shots (h2h - home 4),Blocked Shots (h2h - home 4),Shots insidebox (h2h - home 4),Shots outsidebox (h2h - home 4),Fouls (h2h - home 4),Corner Kicks (h2h - home 4),Offsides (h2h - home 4),Ball Possession (h2h - home 4),Yellow Cards (h2h - home 4),Red Cards (h2h - home 4),Goalkeeper Saves (h2h - home 4),Total passes (h2h - home 4),Passes accurate (h2h - home 4),Passes % (h2h - home 4),Shots on Goal (h2h - away 4),Shots off Goal (h2h - away 4),Total Shots (h2h - away 4),Blocked Shots (h2h - away 4),Shots insidebox (h2h - away 4),Shots outsidebox (h2h - away 4),Fouls (h2h - away 4),Corner Kicks (h2h - away 4),Offsides (h2h - away 4),Ball Possession (h2h - away 4),Yellow Cards (h2h - away 4),Red Cards (h2h - away 4),Goalkeeper Saves (h2h - away 4),Total passes (h2h - away 4),Passes accurate (h2h - away 4),Passes % (h2h - away 4),score.fulltime.home (home 5),score.fulltime.away (home 5),Shots on Goal (home 5),Shots off Goal (home 5),Total Shots (home 5),Blocked Shots (home 5),Shots insidebox (home 5),Shots outsidebox (home 5),Fouls (home 5),Corner Kicks (home 5),Offsides (home 5),Ball Possession (home 5),Yellow Cards (home 5),Red Cards (home 5),Goalkeeper Saves (home 5),Total passes (home 5),Passes accurate (home 5),Passes % (home 5),score.fulltime.home (away 5),score.fulltime.away (away 5),Shots on Goal (away 5),Shots off Goal (away 5),Total Shots (away 5),Blocked Shots (away 5),Shots insidebox (away 5),Shots outsidebox (away 5),Fouls (away 5),Corner Kicks (away 5),Offsides (away 5),Ball Possession (away 5),Yellow Cards (away 5),Red Cards (away 5),Goalkeeper Saves (away 5),Total passes (away 5),Passes accurate (away 5),Passes % (away 5),score.fulltime.home (h2h 5),score.fulltime.away (h2h 5),Shots on Goal (h2h - home 5),Shots off Goal (h2h - home 5),Total Shots (h2h - home 5),Blocked Shots (h2h - home 5),Shots insidebox (h2h - home 5),Shots outsidebox (h2h - home 5),Fouls (h2h - home 5),Corner Kicks (h2h - home 5),Offsides (h2h - home 5),Ball Possession (h2h - home 5),Yellow Cards (h2h - home 5),Red Cards (h2h - home 5),Goalkeeper Saves (h2h - home 5),Total passes (h2h - home 5),Passes accurate (h2h - home 5),Passes % (h2h - home 5),Shots on Goal (h2h - away 5),Shots off Goal (h2h - away 5),Total Shots (h2h - away 5),Blocked Shots (h2h - away 5),Shots insidebox (h2h - away 5),Shots outsidebox (h2h - away 5),Fouls (h2h - away 5),Corner Kicks (h2h - away 5),Offsides (h2h - away 5),Ball Possession (h2h - away 5),Yellow Cards (h2h - away 5),Red Cards (h2h - away 5),Goalkeeper Saves (h2h - away 5),Total passes (h2h - away 5),Passes accurate (h2h - away 5),Passes % (h2h - away 5),score.fulltime.home (home 6),score.fulltime.away (home 6),Shots on Goal (home 6),Shots off Goal (home 6),Total Shots (home 6),Blocked Shots (home 6),Shots insidebox (home 6),Shots outsidebox (home 6),Fouls (home 6),Corner Kicks (home 6),Offsides (home 6),Ball Possession (home 6),Yellow Cards (home 6),Red Cards (home 6),Goalkeeper Saves (home 6),Total passes (home 6),Passes accurate (home 6),Passes % (home 6),score.fulltime.home (away 6),score.fulltime.away (away 6),Shots on Goal (away 6),Shots off Goal (away 6),Total Shots (away 6),Blocked Shots (away 6),Shots insidebox (away 6),Shots outsidebox (away 6),Fouls (away 6),Corner Kicks (away 6),Offsides (away 6),Ball Possession (away 6),Yellow Cards (away 6),Red Cards (away 6),Goalkeeper Saves (away 6),Total passes (away 6),Passes accurate (away 6),Passes % (away 6),score.fulltime.home (h2h 6),score.fulltime.away (h2h 6),Shots on Goal (h2h - home 6),Shots off Goal (h2h - home 6),Total Shots (h2h - home 6),Blocked Shots (h2h - home 6),Shots insidebox (h2h - home 6),Shots outsidebox (h2h - home 6),Fouls (h2h - home 6),Corner Kicks (h2h - home 6),Offsides (h2h - home 6),Ball Possession (h2h - home 6),Yellow Cards (h2h - home 6),Red Cards (h2h - home 6),Goalkeeper Saves (h2h - home 6),Total passes (h2h - home 6),Passes accurate (h2h - home 6),Passes % (h2h - home 6),Shots on Goal (h2h - away 6),Shots off Goal (h2h - away 6),Total Shots (h2h - away 6),Blocked Shots (h2h - away 6),Shots insidebox (h2h - away 6),Shots outsidebox (h2h - away 6),Fouls (h2h - away 6),Corner Kicks (h2h - away 6),Offsides (h2h - away 6),Ball Possession (h2h - away 6),Yellow Cards (h2h - away 6),Red Cards (h2h - away 6),Goalkeeper Saves (h2h - away 6),Total passes (h2h - away 6),Passes accurate (h2h - away 6),Passes % (h2h - away 6),score.fulltime.home (home 7),score.fulltime.away (home 7),Shots on Goal (home 7),Shots off Goal (home 7),Total Shots (home 7),Blocked Shots (home 7),Shots insidebox (home 7),Shots outsidebox (home 7),Fouls (home 7),Corner Kicks (home 7),Offsides (home 7),Ball Possession (home 7),Yellow Cards (home 7),Red Cards (home 7),Goalkeeper Saves (home 7),Total passes (home 7),Passes accurate (home 7),Passes % (home 7),score.fulltime.home (away 7),score.fulltime.away (away 7),Shots on Goal (away 7),Shots off Goal (away 7),Total Shots (away 7),Blocked Shots (away 7),Shots insidebox (away 7),Shots outsidebox (away 7),Fouls (away 7),Corner Kicks (away 7),Offsides (away 7),Ball Possession (away 7),Yellow Cards (away 7),Red Cards (away 7),Goalkeeper Saves (away 7),Total passes (away 7),Passes accurate (away 7),Passes % (away 7),score.fulltime.home (h2h 7),score.fulltime.away (h2h 7),Shots on Goal (h2h - home 7),Shots off Goal (h2h - home 7),Total Shots (h2h - home 7),Blocked Shots (h2h - home 7),Shots insidebox (h2h - home 7),Shots outsidebox (h2h - home 7),Fouls (h2h - home 7),Corner Kicks (h2h - home 7),Offsides (h2h - home 7),Ball Possession (h2h - home 7),Yellow Cards (h2h - home 7),Red Cards (h2h - home 7),Goalkeeper Saves (h2h - home 7),Total passes (h2h - home 7),Passes accurate (h2h - home 7),Passes % (h2h - home 7),Shots on Goal (h2h - away 7),Shots off Goal (h2h - away 7),Total Shots (h2h - away 7),Blocked Shots (h2h - away 7),Shots insidebox (h2h - away 7),Shots outsidebox (h2h - away 7),Fouls (h2h - away 7),Corner Kicks (h2h - away 7),Offsides (h2h - away 7),Ball Possession (h2h - away 7),Yellow Cards (h2h - away 7),Red Cards (h2h - away 7),Goalkeeper Saves (h2h - away 7),Total passes (h2h - away 7),Passes accurate (h2h - away 7),Passes % (h2h - away 7),score.fulltime.home (home 8),score.fulltime.away (home 8),Shots on Goal (home 8),Shots off Goal (home 8),Total Shots (home 8),Blocked Shots (home 8),Shots insidebox (home 8),Shots outsidebox (home 8),Fouls (home 8),Corner Kicks (home 8),Offsides (home 8),Ball Possession (home 8),Yellow Cards (home 8),Red Cards (home 8),Goalkeeper Saves (home 8),Total passes (home 8),Passes accurate (home 8),Passes % (home 8),score.fulltime.home (away 8),score.fulltime.away (away 8),Shots on Goal (away 8),Shots off Goal (away 8),Total Shots (away 8),Blocked Shots (away 8),Shots insidebox (away 8),Shots outsidebox (away 8),Fouls (away 8),Corner Kicks (away 8),Offsides (away 8),Ball Possession (away 8),Yellow Cards (away 8),Red Cards (away 8),Goalkeeper Saves (away 8),Total passes (away 8),Passes accurate (away 8),Passes % (away 8),score.fulltime.home (h2h 8),score.fulltime.away (h2h 8),Shots on Goal (h2h - home 8),Shots off Goal (h2h - home 8),Total Shots (h2h - home 8),Blocked Shots (h2h - home 8),Shots insidebox (h2h - home 8),Shots outsidebox (h2h - home 8),Fouls (h2h - home 8),Corner Kicks (h2h - home 8),Offsides (h2h - home 8),Ball Possession (h2h - home 8),Yellow Cards (h2h - home 8),Red Cards (h2h - home 8),Goalkeeper Saves (h2h - home 8),Total passes (h2h - home 8),Passes accurate (h2h - home 8),Passes % (h2h - home 8),Shots on Goal (h2h - away 8),Shots off Goal (h2h - away 8),Total Shots (h2h - away 8),Blocked Shots (h2h - away 8),Shots insidebox (h2h - away 8),Shots outsidebox (h2h - away 8),Fouls (h2h - away 8),Corner Kicks (h2h - away 8),Offsides (h2h - away 8),Ball Possession (h2h - away 8),Yellow Cards (h2h - away 8),Red Cards (h2h - away 8),Goalkeeper Saves (h2h - away 8),Total passes (h2h - away 8),Passes accurate (h2h - away 8),Passes % (h2h - away 8),score.fulltime.home (home 9),score.fulltime.away (home 9),Shots on Goal (home 9),Shots off Goal (home 9),Total Shots (home 9),Blocked Shots (home 9),Shots insidebox (home 9),Shots outsidebox (home 9),Fouls (home 9),Corner Kicks (home 9),Offsides (home 9),Ball Possession (home 9),Yellow Cards (home 9),Red Cards (home 9),Goalkeeper Saves (home 9),Total passes (home 9),Passes accurate (home 9),Passes % (home 9),score.fulltime.home (away 9),score.fulltime.away (away 9),Shots on Goal (away 9),Shots off Goal (away 9),Total Shots (away 9),Blocked Shots (away 9),Shots insidebox (away 9),Shots outsidebox (away 9),Fouls (away 9),Corner Kicks (away 9),Offsides (away 9),Ball Possession (away 9),Yellow Cards (away 9),Red Cards (away 9),Goalkeeper Saves (away 9),Total passes (away 9),Passes accurate (away 9),Passes % (away 9),score.fulltime.home (h2h 9),score.fulltime.away (h2h 9),Shots on Goal (h2h - home 9),Shots off Goal (h2h - home 9),Total Shots (h2h - home 9),Blocked Shots (h2h - home 9),Shots insidebox (h2h - home 9),Shots outsidebox (h2h - home 9),Fouls (h2h - home 9),Corner Kicks (h2h - home 9),Offsides (h2h - home 9),Ball Possession (h2h - home 9),Yellow Cards (h2h - home 9),Red Cards (h2h - home 9),Goalkeeper Saves (h2h - home 9),Total passes (h2h - home 9),Passes accurate (h2h - home 9),Passes % (h2h - home 9),Shots on Goal (h2h - away 9),Shots off Goal (h2h - away 9),Total Shots (h2h - away 9),Blocked Shots (h2h - away 9),Shots insidebox (h2h - away 9),Shots outsidebox (h2h - away 9),Fouls (h2h - away 9),Corner Kicks (h2h - away 9),Offsides (h2h - away 9),Ball Possession (h2h - away 9),Yellow Cards (h2h - away 9),Red Cards (h2h - away 9),Goalkeeper Saves (h2h - away 9),Total passes (h2h - away 9),Passes accurate (h2h - away 9),Passes % (h2h - away 9),score.fulltime.home (home 10),score.fulltime.away (home 10),Shots on Goal (home 10),Shots off Goal (home 10),Total Shots (home 10),Blocked Shots (home 10),Shots insidebox (home 10),Shots outsidebox (home 10),Fouls (home 10),Corner Kicks (home 10),Offsides (home 10),Ball Possession (home 10),Yellow Cards (home 10),Red Cards (home 10),Goalkeeper Saves (home 10),Total passes (home 10),Passes accurate (home 10),Passes % (home 10),score.fulltime.home (away 10),score.fulltime.away (away 10),Shots on Goal (away 10),Shots off Goal (away 10),Total Shots (away 10),Blocked Shots (away 10),Shots insidebox (away 10),Shots outsidebox (away 10),Fouls (away 10),Corner Kicks (away 10),Offsides (away 10),Ball Possession (away 10),Yellow Cards (away 10),Red Cards (away 10),Goalkeeper Saves (away 10),Total passes (away 10),Passes accurate (away 10),Passes % (away 10),score.fulltime.home (h2h 10),score.fulltime.away (h2h 10),Shots on Goal (h2h - home 10),Shots off Goal (h2h - home 10),Total Shots (h2h - home 10),Blocked Shots (h2h - home 10),Shots insidebox (h2h - home 10),Shots outsidebox (h2h - home 10),Fouls (h2h - home 10),Corner Kicks (h2h - home 10),Offsides (h2h - home 10),Ball Possession (h2h - home 10),Yellow Cards (h2h - home 10),Red Cards (h2h - home 10),Goalkeeper Saves (h2h - home 10),Total passes (h2h - home 10),Passes accurate (h2h - home 10),Passes % (h2h - home 10),Shots on Goal (h2h - away 10),Shots off Goal (h2h - away 10),Total Shots (h2h - away 10),Blocked Shots (h2h - away 10),Shots insidebox (h2h - away 10),Shots outsidebox (h2h - away 10),Fouls (h2h - away 10),Corner Kicks (h2h - away 10),Offsides (h2h - away 10),Ball Possession (h2h - away 10),Yellow Cards (h2h - away 10),Red Cards (h2h - away 10),Goalkeeper Saves (h2h - away 10),Total passes (h2h - away 10),Passes accurate (h2h - away 10),Passes % (h2h - away 10)
0,2,3,10,15,2,8,7,13,2,2,0.57,0,0,1,549,444,0.81,2,1,4,10,17,3,10,7,12,4,1,0.55,2,0,4,608,552,0.91,0,0,3,2,8,3,4,4,12,4,2,0.3,0,0,2,336,255,0.76,1,5,8,2,7,1,11,5,1,0.7,2,0,3,755,663,0.88,0,3,6,3,11,2,8,3,17,2,1,0.47,2,0,4,472,392,0.83,0,2,2,7,9,0,7,2,12,1,3,0.47,2,0,4,486,415,0.85,0,2,2,5,9,2,4,5,20,6,3,0.41,3,0,3,369,288,0.78,5,6,12,1,8,4,10,3,3,0.59,1,0,2,539,466,0.86,1,0,2,8,14,4,8,6,12,5,2,0.58,2,0,3,685,579,0.85,3,0,6,6,14,2,10,4,13,4,3,0.66,0,0,6,719,654,0.91,2,0,8,4,13,1,8,5,11,5,3,0.42,0,0,2,482,407,0.84,4,4,11,3,9,2,13,6,1,0.58,2,0,8,690,615,0.89,0,1,4,4,9,1,8,1,15,2,4,0.32,2,0,2,304,193,0.63,3,2,3,8,14,3,10,4,9,9,0,0.65,2,0,2,542,467,0.86,5,1,6,3,15,6,9,6,10,2,0,0.43,1,0,4,399,347,0.87,5,4,10,1,4,6,11,2,4,0.57,3,1,1,517,465,0.9,2,1,8,4,16,4,8,8,13,3,0,0.61,2,0,3,635,549,0.86,4,0,8,11,26,7,18,8,16,7,3,0.72,2,0,1,620,553,0.89,2,1,2,3,6,1,3,3,12,0,1,0.35,3,0,3,340,259,0.76,5,6,19,8,12,7,16,8,3,0.65,2,0,1,648,579,0.89,0,1,2,4,10,4,8,2,13,3,1,0.52,3,0,0,521,434,0.83,0,1,3,6,11,2,8,3,13,7,2,0.61,2,0,4,670,585,0.87,0,3,3,6,10,1,3,7,11,3,4,0.3,1,0,6,298,245,0.82,9,8,19,2,9,10,4,9,3,0.7,1,0,3,701,643,0.92,1,2,2,3,7,2,3,4,12,8,2,0.66,3,0,1,651,542,0.83,3,0,11,6,22,5,17,5,7,7,3,0.6,1,0,2,671,610,0.91,3,1,2,3,7,2,3,4,19,4,2,0.39,2,0,2,389,311,0.8,5,6,14,3,9,5,14,5,4,0.61,2,0,1,624,549,0.88,2,3,7,2,9,0,5,4,11,4,2,0.54,2,0,4,482,406,0.84,1,1,4,6,11,1,10,1,12,10,1,0.69,1,0,4,719,642,0.89,2,1,3,1,4,0,1,3,11,1,1,0.23,3,0,5,237,156,0.66,7,10,20,3,13,7,9,9,3,0.77,1,0,2,776,711,0.92,0,0,3,2,8,3,4,4,12,4,2,0.3,0,0,2,336,255,0.76,4,0,8,6,17,3,11,6,7,5,2,0.68,0,0,2,794,739,0.93,0,1,2,5,10,3,7,3,21,2,2,0.34,2,0,6,299,215,0.72,7,7,17,3,13,4,17,4,3,0.66,1,0,2,587,499,0.85,0,2,5,5,10,0,5,5,8,4,2,0.54,0,0,1,481,389,0.81,0,0,1,5,8,2,7,1,11,5,1,0.7,2,0,3,755,663,0.88,0,0,0,4,5,1,0,5,0,2,3,0.36,3,0,3,347,245,0.71,4,6,12,2,6,6,0,3,2,0.64,2,0,0,617,532,0.86
2,1,5,6,13,2,8,5,6,1,1,0.45,0,0,2,501,439,0.88,2,2,4,4,12,4,10,2,13,7,2,0.7,3,0,0,712,604,0.85,2,1,2,2,5,1,3,2,19,2,0,0.58,4,0,4,541,459,0.85,6,5,15,4,10,5,16,6,1,0.42,0,0,1,383,289,0.75,3,0,2,6,11,3,8,3,11,5,0,0.51,2,0,3,492,419,0.85,3,4,5,3,11,3,7,4,16,6,2,0.56,2,0,1,527,444,0.84,1,2,4,2,8,2,3,5,8,1,2,0.62,2,0,6,603,514,0.85,8,5,15,2,12,3,16,4,1,0.38,2,0,3,362,279,0.77,2,1,2,2,5,1,3,2,19,2,0,0.58,4,0,4,541,459,0.85,2,1,6,5,15,4,10,5,16,6,1,0.42,0,0,1,383,289,0.75,2,1,5,3,12,4,7,5,11,6,1,0.5,1,0,3,518,453,0.87,4,7,14,3,6,8,15,3,0,0.5,3,1,3,502,425,0.85,0,1,2,2,7,3,4,3,11,4,1,0.45,2,0,0,439,366,0.83,1,2,5,6,14,3,8,6,14,8,3,0.69,3,0,2,635,540,0.85,3,1,3,3,10,4,7,3,14,7,2,0.61,3,0,2,493,431,0.87,5,8,17,4,17,0,10,5,3,0.39,2,0,3,320,253,0.79,0,1,2,4,7,1,4,3,14,2,2,0.45,1,0,3,414,329,0.79,3,1,6,2,8,0,4,4,18,5,3,0.53,3,0,0,460,336,0.73,2,0,2,4,8,2,5,3,13,3,1,0.57,2,0,4,609,551,0.9,4,6,11,1,8,3,10,4,0,0.43,3,0,1,449,384,0.86,0,3,1,7,10,2,6,4,8,3,4,0.5,0,0,6,454,393,0.87,2,3,5,6,16,5,13,3,12,6,1,0.49,3,0,1,423,302,0.71,1,1,2,2,6,2,5,1,9,2,2,0.45,2,1,4,455,385,0.85,5,6,13,2,6,7,13,10,3,0.55,2,0,1,542,456,0.84,1,1,4,1,11,6,5,6,8,2,1,0.57,2,0,4,515,428,0.83,3,0,4,7,13,2,11,2,9,5,3,0.55,2,0,2,602,506,0.84,2,2,5,3,9,1,6,3,12,3,1,0.56,3,0,1,542,462,0.85,3,1,6,2,4,2,10,6,2,0.44,4,0,3,420,347,0.83,2,0,6,5,12,1,9,3,8,6,0,0.61,3,0,4,633,541,0.85,2,5,9,1,15,5,9,6,9,8,1,0.6,3,0,3,579,504,0.87,4,0,5,4,10,1,9,1,19,2,2,0.45,2,0,1,406,334,0.82,1,6,11,4,8,3,14,11,2,0.55,2,0,1,465,392,0.84,2,2,3,0,3,0,2,1,11,0,1,0.41,3,1,4,435,356,0.82,2,2,2,0,2,0,2,0,12,0,0,0.39,3,1,4,327,229,0.7,3,0,1,7,11,3,5,6,11,4,3,0.66,1,0,4,600,521,0.87,7,4,14,3,8,6,21,3,3,0.34,1,0,1,312,237,0.76,1,4,1,4,8,3,4,4,17,8,1,0.54,1,0,5,592,526,0.89,0,1,6,4,13,3,10,3,14,6,2,0.49,1,0,1,419,334,0.8,4,0,7,1,9,1,7,2,12,2,1,0.49,1,0,7,466,394,0.85,7,2,16,7,11,5,16,6,3,0.51,1,1,3,457,395,0.86
1,2,5,5,12,2,9,3,12,1,1,0.46,1,0,7,394,297,0.75,1,3,3,1,8,4,7,1,18,7,0,0.65,2,0,1,560,453,0.81,4,1,9,3,14,2,10,4,14,6,0,0.5,4,0,2,512,444,0.87,3,7,14,4,9,5,5,3,0,0.5,3,0,6,518,447,0.86,4,2,11,9,24,4,20,4,12,9,1,0.59,3,0,3,463,393,0.85,3,0,3,4,10,3,5,5,9,9,1,0.49,1,0,0,449,381,0.85,1,0,2,4,10,4,3,7,16,8,1,0.57,2,0,7,476,384,0.81,8,3,12,1,7,5,16,6,1,0.43,4,0,2,380,299,0.79,1,1,4,1,15,10,8,7,15,7,1,0.55,1,0,5,433,368,0.85,0,0,2,3,6,1,1,5,8,5,0,0.43,1,0,2,394,317,0.8,0,0,3,7,14,4,10,4,14,5,2,0.59,2,0,6,563,485,0.86,6,4,13,3,5,8,12,2,0,0.41,3,0,3,390,302,0.77,1,2,7,5,17,5,14,3,15,12,3,0.55,4,0,0,407,325,0.8,3,1,5,6,12,1,8,4,9,4,1,0.39,1,0,3,393,317,0.81,2,2,4,2,8,2,6,2,12,5,0,0.39,3,0,4,390,300,0.77,6,5,13,2,8,5,10,8,0,0.61,0,1,2,581,495,0.85,4,0,1,4,5,0,2,3,12,1,1,0.28,1,1,4,234,155,0.66,2,1,7,5,15,3,9,6,20,4,0,0.55,2,0,1,546,475,0.87,1,0,3,3,10,4,5,5,13,3,2,0.62,2,0,2,602,514,0.85,3,5,11,3,6,5,16,5,1,0.38,1,0,3,370,295,0.8,2,3,3,1,9,5,7,2,17,5,1,0.51,2,0,1,441,327,0.74,0,1,4,4,11,3,6,5,11,5,1,0.39,0,0,2,412,324,0.79,2,1,3,3,8,2,4,4,10,5,2,0.62,0,0,1,714,628,0.88,2,4,8,2,3,5,10,1,2,0.38,2,0,1,435,346,0.8,1,1,6,1,8,1,7,1,18,1,1,0.47,5,0,2,424,350,0.83,3,0,2,3,6,1,4,2,10,2,0,0.45,0,0,2,473,357,0.75,1,1,6,4,10,0,4,6,10,4,0,0.45,2,0,3,403,325,0.81,4,4,13,5,9,4,15,5,2,0.55,3,0,5,518,426,0.82,3,1,5,7,13,1,8,5,6,1,6,0.44,0,0,4,447,357,0.8,1,2,3,3,7,1,3,4,10,6,1,0.34,1,0,1,329,224,0.68,2,0,5,3,12,4,7,5,10,4,2,0.62,2,0,3,659,585,0.89,5,12,18,1,11,7,6,6,1,0.38,0,0,5,399,324,0.81,2,3,6,5,17,6,10,7,13,6,0,0.46,3,0,4,402,328,0.82,2,1,2,4,9,3,7,2,14,2,2,0.29,2,0,1,241,174,0.72,1,0,3,7,14,4,7,7,9,7,2,0.53,1,0,2,450,351,0.78,2,4,13,7,6,7,12,2,1,0.47,2,0,2,393,294,0.75,2,2,4,4,10,2,6,4,15,4,0,0.45,1,0,5,430,371,0.86,1,1,6,4,12,2,7,5,13,6,0,0.4,0,0,1,375,266,0.71,2,3,5,5,12,2,8,4,0,6,1,0.58,1,0,2,527,411,0.78,4,8,13,1,9,4,0,1,3,0.42,0,0,2,383,256,0.67
