train_size,train_mean,train_ci_lower,train_ci_upper,validation_mean,validation_ci_lower,validation_ci_upper
262,-0.3073252342668842,-0.31026774337017043,-0.30648451738023097,-0.3564803496579624,-0.36235409036187716,-0.3511498433435791
525,-0.3189378792474777,-0.3202278104758359,-0.31442311994822414,-0.3581005796955856,-0.36718877059826605,-0.34940332834897486
788,-0.32382013505299256,-0.32554004568502865,-0.32311666502907893,-0.3543954490929559,-0.36256608812429425,-0.34808197652814027
1051,-0.3250068295154722,-0.32742936448251464,-0.3237794425152436,-0.3520710359470568,-0.36013438411481835,-0.34591150823907973
1314,-0.3295081646232193,-0.3320565549746581,-0.3283078459930157,-0.350147882737649,-0.3571312819724649,-0.3454822660454574
1576,-0.33130800147881917,-0.33406587746379246,-0.3292158594523287,-0.3494955158884071,-0.35516692286996754,-0.34653711857863634
1839,-0.3345252376078086,-0.3373437014638519,-0.3318309406329571,-0.3493641415491769,-0.35479217013647935,-0.3469214152789441
2102,-0.3347773038741373,-0.33716584984404313,-0.33236178358712337,-0.3488903226258664,-0.3551336255151012,-0.3456700051912446
2365,-0.3349866985779534,-0.33664026896358556,-0.33251273855367375,-0.34873822298762763,-0.3553541060221162,-0.34546892641302007
2628,-0.3371735711995834,-0.3385213828863064,-0.33499282187555124,-0.3492246414720719,-0.35536069286874983,-0.34596972801976555
